Survey.sheet;Clove.benefit.score;Region;Village;Gender;Age;schooling.years;Ethnic.group;Migration.Experience;Farms.Cloves;nr.month.low.supply;encountered.binary;ID.vis.Aye-aye;ID.nom;Knowledge.non.benefit.score.max.6;DK.score;Diet.Insects;Knowledge.signs;Remoteness;village.size;School;Forest.cover2018;Forest.cover1990;Forestloss_total;Forestloss_relative;Farms.Paddy.Rice;Farms.Tavy.Rice;Extracts.Medical.plants;FES.provisioning;FES.regulating;FES.cultural;FES.supporting;ID.vis.Indri;ID.vis.Microcebus;Aye.aye.protected
172;0;2;9;1;31;3;1;0;1;3;0;0;1;1;10;0;0;2;3;0;4,562;21,481;16,919;78,76262744;1;0;0;0;1;0;0;0;1;0
173;1;2;9;1;55;9;1;0;1;1;0;0;1;5;2;1;0;2;3;0;4,562;21,481;16,919;78,76262744;0;1;1;0;1;0;0;1;0;1
174;0;2;9;0;45;5;1;0;1;3;0;0;1;4;4;0;0;2;3;0;4,562;21,481;16,919;78,76262744;0;1;1;0;1;0;0;0;0;1
175;0;2;10;1;53;10;1;0;1;3;1;1;1;4;1;0;0;3;4;1;43,232;81,082;37,85;46,68113761;1;1;0;1;1;0;1;1;0;1
176;0;2;10;1;31;12;1;1;1;2;1;1;1;4;1;0;1;3;4;1;43,232;81,082;37,85;46,68113761;1;1;1;1;0;0;0;1;1;1
177;0;2;10;1;38;9;3;1;1;2;1;0;1;4;0;1;1;3;4;1;43,232;81,082;37,85;46,68113761;0;0;0;0;1;0;1;0;0;1
178;0;2;10;1;29;7;1;0;1;3;0;0;1;5;0;1;1;3;4;1;43,232;81,082;37,85;46,68113761;0;1;1;0;1;0;1;1;0;1
179;1;2;10;1;40;0;1;0;1;4;1;0;1;5;2;1;0;3;4;1;43,232;81,082;37,85;46,68113761;0;1;1;1;1;0;1;1;1;1
180;1;2;10;1;55;5;1;0;1;4;0;0;1;5;1;1;0;3;4;1;43,232;81,082;37,85;46,68113761;0;1;1;0;1;0;0;1;1;1
181;1;2;10;1;60;0;1;0;1;4;1;1;1;4;1;1;0;3;4;1;43,232;81,082;37,85;46,68113761;1;1;1;0;1;0;0;1;0;1
182;0;2;10;0;66;0;1;0;1;1;0;0;1;4;2;1;0;3;4;1;43,232;81,082;37,85;46,68113761;1;1;1;0;1;0;0;1;0;1
183;1;2;11;1;56;5;2;1;1;1;0;0;1;5;4;0;0;3;1;0;40,782;78,592;37,81;48,10922231;0;1;1;1;1;0;0;1;1;0
184;1;2;11;1;36;0;1;0;1;2;0;1;1;4;4;1;1;3;1;0;40,782;78,592;37,81;48,10922231;0;1;1;0;1;0;0;1;0;1
185;1;2;11;1;43;5;1;0;1;4;0;0;1;3;5;0;0;3;1;0;40,782;78,592;37,81;48,10922231;0;1;1;1;0;0;0;1;0;1
186;0;2;11;1;66;0;2;1;1;4;1;1;1;3;1;1;0;3;1;0;40,782;78,592;37,81;48,10922231;0;1;1;1;1;0;0;1;0;1
187;0;2;11;0;18;5;1;0;1;5;0;0;0;2;7;0;0;3;1;0;40,782;78,592;37,81;48,10922231;1;0;0;1;0;0;0;0;0;0
188;1;2;11;1;28;2;1;0;0;1;0;0;1;3;1;1;0;3;1;0;40,782;78,592;37,81;48,10922231;0;1;0;0;1;0;0;0;0;1
189;0;2;11;0;45;5;1;0;1;5;0;0;1;2;6;0;0;3;1;0;40,782;78,592;37,81;48,10922231;0;1;0;1;1;0;0;1;0;1
190;1;2;11;1;32;0;1;0;1;1;0;0;1;2;6;0;0;3;1;0;40,782;78,592;37,81;48,10922231;0;1;0;0;1;0;0;1;0;1
191;0;2;11;1;38;0;1;0;1;7;0;0;1;1;5;0;0;3;1;0;40,782;78,592;37,81;48,10922231;0;1;0;1;1;0;0;1;0;1
192;0;2;11;0;17;4;1;0;1;NA;0;0;1;1;8;0;0;3;1;0;40,782;78,592;37,81;48,10922231;0;1;0;1;0;0;0;0;0;0
193;1;2;11;1;36;3;1;0;1;2;0;0;1;3;4;0;0;3;1;0;40,782;78,592;37,81;48,10922231;1;1;0;0;1;0;0;0;1;1
194;0;2;11;1;36;2;2;0;1;6;0;0;0;3;5;0;0;3;1;0;40,782;78,592;37,81;48,10922231;0;1;0;0;1;0;0;1;0;1
195;0;2;11;1;37;5;2;1;0;9;0;0;1;3;5;0;0;3;1;0;40,782;78,592;37,81;48,10922231;0;0;0;0;1;0;1;0;1;1
196;0;2;11;0;28;0;1;0;1;5;0;0;0;4;8;0;0;3;1;0;40,782;78,592;37,81;48,10922231;0;1;0;0;1;0;0;0;0;1
197;0;2;11;1;25;3;2;1;1;3;0;0;0;0;5;0;0;3;1;0;40,782;78,592;37,81;48,10922231;0;1;0;0;1;0;0;0;0;1
198;1;2;11;1;36;3;1;0;1;5;0;1;1;2;5;1;0;3;1;0;40,782;78,592;37,81;48,10922231;0;1;0;0;1;0;0;1;1;1
199;0;2;11;1;24;9;1;1;1;3;0;0;1;1;2;0;1;3;1;0;40,782;78,592;37,81;48,10922231;0;1;0;0;1;0;0;1;0;1
200;1;2;12;1;48;4;1;0;1;3;1;1;1;5;2;1;0;3;3;0;47,677;84,514;36,837;43,58686135;1;1;0;0;1;0;0;1;1;1
201;1;2;12;1;41;1;1;0;1;1;0;0;1;5;1;1;0;3;3;0;47,677;84,514;36,837;43,58686135;0;1;0;0;1;0;0;1;0;1
202;0;2;12;0;32;4;2;1;0;4;0;0;1;1;6;0;0;3;3;0;47,677;84,514;36,837;43,58686135;0;1;0;0;1;0;0;0;0;1
203;0;2;12;1;35;3;1;0;1;5;0;0;1;3;5;1;0;3;3;0;47,677;84,514;36,837;43,58686135;1;1;0;0;1;0;0;1;1;1
204;0;2;12;1;26;2;3;0;1;1;0;1;1;3;2;1;0;3;3;0;47,677;84,514;36,837;43,58686135;0;1;0;0;1;0;0;0;0;1
205;0;2;12;1;27;0;2;1;0;1;1;1;1;3;2;1;0;3;3;0;47,677;84,514;36,837;43,58686135;0;1;0;0;1;0;1;1;0;1
206;1;2;12;1;38;5;1;0;1;2;0;1;1;5;0;1;0;3;3;0;47,677;84,514;36,837;43,58686135;0;1;0;0;0;0;1;1;0;1
207;0;2;12;0;37;3;2;0;0;1;0;0;1;3;1;1;0;3;3;0;47,677;84,514;36,837;43,58686135;0;1;1;1;0;0;1;0;0;1
208;0;2;12;0;37;3;1;0;1;3;0;0;0;0;13;0;0;3;3;0;47,677;84,514;36,837;43,58686135;1;0;0;1;0;0;0;1;0;0
209;1;2;12;1;43;5;2;1;1;6;0;0;1;1;6;0;0;3;3;0;47,677;84,514;36,837;43,58686135;1;1;1;1;1;0;0;1;0;0
210;1;2;12;1;31;5;1;0;1;3;0;0;1;5;1;1;1;3;3;0;47,677;84,514;36,837;43,58686135;0;1;1;0;1;0;1;0;1;1
211;1;2;12;1;36;3;1;1;1;7;1;1;1;4;0;1;0;3;3;0;47,677;84,514;36,837;43,58686135;0;1;1;0;1;0;0;0;1;1
212;0;2;12;0;38;6;3;1;0;3;0;0;0;1;5;0;0;3;3;0;47,677;84,514;36,837;43,58686135;1;0;0;1;0;0;0;0;0;1
213;0;2;12;1;64;0;1;1;1;10;0;0;0;1;10;0;0;3;3;0;47,677;84,514;36,837;43,58686135;0;1;1;1;1;0;0;1;1;0
214;1;2;12;1;18;8;1;0;1;5;0;0;1;3;2;0;0;3;3;0;47,677;84,514;36,837;43,58686135;1;1;1;0;1;0;0;0;0;1
215;1;2;12;1;44;2;1;0;1;3;0;1;1;5;1;1;1;3;3;0;47,677;84,514;36,837;43,58686135;1;0;1;0;1;0;0;1;1;1
216;0;2;12;0;19;3;1;0;1;7;0;0;0;0;12;0;0;3;3;0;47,677;84,514;36,837;43,58686135;1;0;0;0;0;0;0;0;0;0
217;0;2;12;0;35;0;1;0;1;4;0;0;1;2;4;0;0;3;3;0;47,677;84,514;36,837;43,58686135;0;1;1;1;0;0;1;0;0;1
218;0;2;12;0;21;6;1;0;1;9;0;0;1;2;2;0;0;3;3;0;47,677;84,514;36,837;43,58686135;0;0;1;0;1;0;0;0;0;0
219;0;2;12;1;53;8;2;1;1;6;0;0;1;1;10;0;0;3;3;0;47,677;84,514;36,837;43,58686135;1;1;0;1;1;0;1;0;0;1
220;1;2;10;1;60;2;1;0;1;4;1;0;1;4;4;1;0;3;4;1;43,232;81,082;37,85;46,68113761;1;1;1;0;1;0;0;1;1;1
221;1;2;10;1;52;9;1;0;1;4;0;0;1;3;2;1;0;3;4;1;43,232;81,082;37,85;46,68113761;1;0;1;1;0;0;0;1;0;1
222;1;2;10;0;21;4;1;0;1;1;0;0;1;4;0;0;0;3;4;1;43,232;81,082;37,85;46,68113761;0;1;1;0;1;0;0;1;0;1
223;1;2;10;1;37;3;1;0;1;3;0;0;1;3;5;1;0;3;4;1;43,232;81,082;37,85;46,68113761;0;1;1;1;0;0;1;1;0;1
224;1;2;10;1;37;12;2;1;0;5;0;0;1;4;0;0;0;3;4;1;43,232;81,082;37,85;46,68113761;1;0;1;0;1;0;1;1;0;1
225;0;2;10;0;30;5;1;0;1;2;0;1;1;1;2;0;0;3;4;1;43,232;81,082;37,85;46,68113761;1;0;1;0;1;0;0;1;0;1
226;0;2;10;0;38;0;1;0;1;4;0;0;1;3;4;0;0;3;4;1;43,232;81,082;37,85;46,68113761;1;1;1;0;1;0;0;1;0;1
227;0;2;10;1;34;6;1;0;1;3;0;1;1;3;3;1;0;3;4;1;43,232;81,082;37,85;46,68113761;1;1;1;0;1;0;0;1;1;1
228;0;2;10;0;35;4;2;0;1;2;0;0;1;2;4;0;1;3;4;1;43,232;81,082;37,85;46,68113761;0;1;1;0;1;0;0;0;0;1
229;1;2;10;0;24;9;1;0;1;2;0;0;1;4;2;0;0;3;4;1;43,232;81,082;37,85;46,68113761;0;1;1;1;1;0;0;1;0;1
